techs,carrier_in,carrier_out
D77_to_TH44_TH43_interp_10,1,1
D78_to_TH44_TH43_interp_7,1,1
D79_to_TH37,1,1
D80_to_TH37,1,1
D81_to_TH37,1,1
D82_to_TH38_TH37_interp_8,1,1
D83_to_TH38_TH37_interp_6,1,1
D84_to_TH55_TH54_interp_4,1,1
D85_to_TH40_TH39_interp_4,1,1
D86_to_TH40_TH39_interp_4,1,1
D87_to_TH40_TH39_interp_2,1,1
D88_to_TH40_TH39_interp_2,1,1
D89_to_TH55_TH54_interp_7,1,1
D90_to_TH54_TH53_interp_2,1,1
D91_to_TH73_TH72_interp_2,1,1
D92_to_TH73_TH72_interp_3,1,1
D93_to_TH45_TH44_interp_10,1,1
D94_to_TH45_TH44_interp_8,1,1
D95_to_TH45_TH44_interp_6,1,1
D96_to_TH46_TH45_interp_6,1,1
D97_to_TH46_TH45_interp_5,1,1
D98_to_TH46_TH45_interp_4,1,1
D99_to_TH54_TH53_interp_6,1,1
D100_to_TH54_TH53_interp_10,1,1
D101_to_TH53_TH52_interp_7,1,1
D102_to_TH52_TH51_interp_3,1,1
D103_to_TH48_TH47_interp_2,1,1
D104_to_TH48_TH47_interp_1,1,1
D105_to_TH73,1,1
D106_to_TH73_TH72_interp_6,1,1
D107_to_TH72,1,1
D108_to_TH72_TH71_interp_6,1,1
D109_to_TH71,1,1
D110_to_TH71_TH70_interp_5,1,1
D111_to_TH70,1,1
D112_to_TH70_TH69_interp_3,1,1
D113_to_TH68,1,1
D114_to_TH68_TH67_interp_3,1,1
D115_to_TH68_TH67_interp_9,1,1
D116_to_TH67_TH66_interp_6,1,1
D117_to_TH66,1,1
D118_to_TH66_TH65_interp_3,1,1
D119_to_TH66_TH65_interp_9,1,1
D120_to_TH65_TH64_interp_2,1,1
D121_to_TH46_TH45_interp_1,1,1
D122_to_TH47_TH46_interp_8,1,1
D123_to_TH47_TH46_interp_1,1,1
D124_to_TH48_TH47_interp_8,1,1
D125_to_TH48_TH47_interp_6,1,1
D126_to_TH48_TH47_interp_2,1,1
D127_to_TH49_TH48_interp_6,1,1
D128_to_TH49_TH48_interp_2,1,1
D129_to_TH58_TH49_interp_6,1,1
D130_to_TH58_TH49_interp_3,1,1
D131_to_TH58,1,1
D132_to_TH59_TH58_interp_4,1,1
D133_to_TH60_TH59_interp_1,1,1
D134_to_TH61_TH60_interp_7,1,1
D135_to_TH61_TH60_interp_2,1,1
D136_to_TH62_TH61_interp_8,1,1
D137_to_TH62_TH61_interp_5,1,1
D138_to_TH63_TH62_interp_5,1,1
D139_to_TH64_TH63_interp_10,1,1
D140_to_TH64_TH63_interp_5,1,1
D141_to_TH64,1,1
D142_to_TH64,1,1
D143_to_TH64,1,1
D144_to_TH64,1,1
