geometry,lat,lon,id
POINT (4.3582433 51.9918953),51.9918953,4.3582433,transmission1497
POINT (4.3566102 51.9966147),51.9966147,4.3566102,transmission1498
POINT (4.3584175 51.9910011),51.9910011,4.3584175,transmission1499
POINT (4.3558416 51.9957886),51.9957886,4.3558416,transmission1500
POINT (4.3617938 51.9910183),51.9910183,4.3617938,transmission1501
POINT (4.3568776 51.9960887),51.9960887,4.3568776,transmission1502
POINT (4.3589627 51.9942484),51.9942484,4.3589627,transmission1503
POINT (4.356527 51.996776),51.996776,4.356527,transmission1504
POINT (4.3577909 51.9909426),51.9909426,4.3577909,transmission1505
POINT (4.3552017 51.9958191),51.9958191,4.3552017,transmission1506
POINT (4.3580723 51.992787),51.992787,4.3580723,transmission1507
POINT (4.3560055 51.9954027),51.9954027,4.3560055,transmission1508
POINT (4.3561513 51.9940983),51.9940983,4.3561513,transmission1509
POINT (4.3589284 51.9960613),51.9960613,4.3589284,transmission1510
POINT (4.3578272 51.9910202),51.9910202,4.3578272,transmission1511
POINT (4.3615849 51.9937601),51.9937601,4.3615849,transmission1512
POINT (4.358969 51.9921112),51.9921112,4.358969,transmission1513
POINT (4.3586533 51.9915344),51.9915344,4.3586533,transmission1514
POINT (4.3593462 51.9934654),51.9934654,4.3593462,transmission1515
POINT (4.3555589 51.995215),51.995215,4.3555589,transmission1516
POINT (4.3562765 51.9948187),51.9948187,4.3562765,transmission1517
POINT (4.357189 51.995195),51.995195,4.357189,transmission1518
POINT (4.3583487 51.990398),51.990398,4.3583487,transmission1519
POINT (4.3559594 51.9941049),51.9941049,4.3559594,transmission1520
POINT (4.3618215 51.9909795),51.9909795,4.3618215,transmission1521
POINT (4.3596811 51.9938049),51.9938049,4.3596811,transmission1522
POINT (4.3601238 51.9954147),51.9954147,4.3601238,transmission1523
POINT (4.3579879 51.9924679),51.9924679,4.3579879,transmission1524
POINT (4.356801 51.9929161),51.9929161,4.356801,transmission1525
POINT (4.3603602 51.992087),51.992087,4.3603602,transmission1526
POINT (4.3562492 51.9940761),51.9940761,4.3562492,transmission1527
POINT (4.3568552 51.9927101),51.9927101,4.3568552,transmission1528
POINT (4.3585276 51.9909119),51.9909119,4.3585276,transmission1529
POINT (4.360144 51.9962667),51.9962667,4.360144,transmission1530
POINT (4.3604293 51.9939919),51.9939919,4.3604293,transmission1531
POINT (4.3577943 51.9913278),51.9913278,4.3577943,transmission1532
POINT (4.3574644 51.9928533),51.9928533,4.3574644,transmission1533
POINT (4.3605316 51.9959963),51.9959963,4.3605316,transmission1534
POINT (4.3617762 51.9937356),51.9937356,4.3617762,transmission1535
POINT (4.3580769 51.9916969),51.9916969,4.3580769,transmission1536
POINT (4.3608099 51.9928943),51.9928943,4.3608099,transmission1537
POINT (4.3560161 51.9948898),51.9948898,4.3560161,transmission1538
POINT (4.3595431 51.9929032),51.9929032,4.3595431,transmission1539
POINT (4.3590853 51.9952066),51.9952066,4.3590853,transmission1540
POINT (4.3577495 51.9956831),51.9956831,4.3577495,transmission1541
POINT (4.3612725 51.9931691),51.9931691,4.3612725,transmission1542
POINT (4.3586644 51.9907932),51.9907932,4.3586644,transmission1543
POINT (4.3588395 51.991),51.991,4.3588395,transmission1544
POINT (4.3631272 51.9913788),51.9913788,4.3631272,transmission1545
POINT (4.3593765 51.9915491),51.9915491,4.3593765,transmission1546
POINT (4.3601736 51.994228),51.994228,4.3601736,transmission1547
POINT (4.3604307 51.9913101),51.9913101,4.3604307,transmission1548
POINT (4.3626124 51.991862),51.991862,4.3626124,transmission1549
POINT (4.3573236 51.9920158),51.9920158,4.3573236,transmission1550
POINT (4.3620414 51.9921813),51.9921813,4.3620414,transmission1551
POINT (4.3552215 51.9956474),51.9956474,4.3552215,transmission1552
POINT (4.3602926 51.9964287),51.9964287,4.3602926,transmission1553
POINT (4.3628345 51.9914417),51.9914417,4.3628345,transmission1554
POINT (4.3563752 51.9924889),51.9924889,4.3563752,transmission1555
POINT (4.3579049 51.9908829),51.9908829,4.3579049,transmission1556
POINT (4.3575149 51.9954109),51.9954109,4.3575149,transmission1557
POINT (4.356016 51.9943436),51.9943436,4.356016,transmission1558
POINT (4.3583473 51.9950498),51.9950498,4.3583473,transmission1559
POINT (4.3564223 51.9949646),51.9949646,4.3564223,transmission1560
POINT (4.3555002 51.9953357),51.9953357,4.3555002,transmission1561
POINT (4.3579477 51.9966334),51.9966334,4.3579477,transmission1562
POINT (4.3604387 51.9961628),51.9961628,4.3604387,transmission1563
POINT (4.3625913 51.9920921),51.9920921,4.3625913,transmission1564
POINT (4.3603165 51.9947681),51.9947681,4.3603165,transmission1565
POINT (4.3570631 51.9924576),51.9924576,4.3570631,transmission1566
POINT (4.3601398 51.9955177),51.9955177,4.3601398,transmission1567
POINT (4.360679 51.9962571),51.9962571,4.360679,transmission1568
POINT (4.3588598 51.9950676),51.9950676,4.3588598,transmission1569
POINT (4.3603558 51.9941063),51.9941063,4.3603558,transmission1570
POINT (4.3572408 51.9934313),51.9934313,4.3572408,transmission1571
POINT (4.3609328 51.9914856),51.9914856,4.3609328,transmission1572
POINT (4.3623781 51.9925213),51.9925213,4.3623781,transmission1573
POINT (4.3622561 51.9938431),51.9938431,4.3622561,transmission1574
POINT (4.3598648 51.9948263),51.9948263,4.3598648,transmission1575
POINT (4.3593061 51.9909649),51.9909649,4.3593061,transmission1576
POINT (4.3632897 51.9911601),51.9911601,4.3632897,transmission1577
POINT (4.358694 51.9906416),51.9906416,4.358694,transmission1578
POINT (4.3601851 51.9950294),51.9950294,4.3601851,transmission1579
POINT (4.3612053 51.9947897),51.9947897,4.3612053,transmission1580
POINT (4.3616986 51.9923325),51.9923325,4.3616986,transmission1581
POINT (4.359427 51.9930124),51.9930124,4.359427,transmission1582
POINT (4.3610173 51.9949396),51.9949396,4.3610173,transmission1583
POINT (4.3583705 51.9902903),51.9902903,4.3583705,transmission1584
POINT (4.3591071 51.9911838),51.9911838,4.3591071,transmission1585
POINT (4.3571657 51.9923943),51.9923943,4.3571657,transmission1586
POINT (4.356544 51.9944598),51.9944598,4.356544,transmission1587
POINT (4.358274 51.9905226),51.9905226,4.358274,transmission1588
POINT (4.3580597 51.9936548),51.9936548,4.3580597,transmission1589
POINT (4.3607106 51.9929538),51.9929538,4.3607106,transmission1590
POINT (4.3572989 51.9922485),51.9922485,4.3572989,transmission1591
POINT (4.3564956 51.9936249),51.9936249,4.3564956,transmission1592
POINT (4.3588856 51.9906924),51.9906924,4.3588856,transmission1593
POINT (4.3608642 51.9932384),51.9932384,4.3608642,transmission1594
POINT (4.3598714 51.9933472),51.9933472,4.3598714,transmission1595
POINT (4.358772 51.995594),51.995594,4.358772,transmission1596
POINT (4.3591064 51.9947611),51.9947611,4.3591064,transmission1597
POINT (4.3552322 51.9956245),51.9956245,4.3552322,transmission1598
POINT (4.3621313 51.9928905),51.9928905,4.3621313,transmission1599
POINT (4.3600927 51.9929657),51.9929657,4.3600927,transmission1600
POINT (4.3612553 51.9962244),51.9962244,4.3612553,transmission1601
POINT (4.3576171 51.9961205),51.9961205,4.3576171,transmission1602
POINT (4.357275 51.9950371),51.9950371,4.357275,transmission1603
POINT (4.3581415 51.9966712),51.9966712,4.3581415,transmission1604
POINT (4.3556998 51.9945889),51.9945889,4.3556998,transmission1605
POINT (4.358799 51.9943886),51.9943886,4.358799,transmission1606
POINT (4.3615814 51.9938972),51.9938972,4.3615814,transmission1607
POINT (4.3623385 51.9925117),51.9925117,4.3623385,transmission1608
POINT (4.3569112 51.9928551),51.9928551,4.3569112,transmission1609
POINT (4.3564623 51.9946124),51.9946124,4.3564623,transmission1610
POINT (4.3560271 51.9939818),51.9939818,4.3560271,transmission1611
POINT (4.3605472 51.9962307),51.9962307,4.3605472,transmission1612
POINT (4.3609483 51.9950667),51.9950667,4.3609483,transmission1613
POINT (4.3573791 51.9926224),51.9926224,4.3573791,transmission1614
POINT (4.3587156 51.9905026),51.9905026,4.3587156,transmission1615
POINT (4.3605338 51.9958297),51.9958297,4.3605338,transmission1616
POINT (4.3565385 51.9933987),51.9933987,4.3565385,transmission1617
POINT (4.355726 51.9948877),51.9948877,4.355726,transmission1618
POINT (4.3564267 51.9937515),51.9937515,4.3564267,transmission1619
POINT (4.3613889 51.991681),51.991681,4.3613889,transmission1620
POINT (4.3616305 51.9908348),51.9908348,4.3616305,transmission1621
POINT (4.3577083 51.9939804),51.9939804,4.3577083,transmission1622
POINT (4.3584322 51.9936541),51.9936541,4.3584322,transmission1623
POINT (4.3612836 51.9928945),51.9928945,4.3612836,transmission1624
POINT (4.3573981 51.9938881),51.9938881,4.3573981,transmission1625
POINT (4.3561645 51.9937387),51.9937387,4.3561645,transmission1626
POINT (4.359386 51.9942665),51.9942665,4.359386,transmission1627
POINT (4.3626924 51.9919243),51.9919243,4.3626924,transmission1628
POINT (4.3566236 51.9950047),51.9950047,4.3566236,transmission1629
POINT (4.3611277 51.9935137),51.9935137,4.3611277,transmission1630
POINT (4.3612263 51.9937647),51.9937647,4.3612263,transmission1631
POINT (4.357345 51.9916729),51.9916729,4.357345,transmission1632
POINT (4.3590018 51.9917622),51.9917622,4.3590018,transmission1633
POINT (4.3602349 51.99376),51.99376,4.3602349,transmission1634
POINT (4.362834 51.9915924),51.9915924,4.362834,transmission1635
POINT (4.361125 51.9934731),51.9934731,4.361125,transmission1636
POINT (4.3577944 51.9958197),51.9958197,4.3577944,transmission1637
POINT (4.3561487 51.9951591),51.9951591,4.3561487,transmission1638
POINT (4.3562424 51.9939374),51.9939374,4.3562424,transmission1639
POINT (4.3628063 51.9911636),51.9911636,4.3628063,transmission1640
POINT (4.3587742 51.9955724),51.9955724,4.3587742,transmission1641
POINT (4.3576315 51.9954364),51.9954364,4.3576315,transmission1642
POINT (4.3604729 51.9930162),51.9930162,4.3604729,transmission1643
POINT (4.3581802 51.9915413),51.9915413,4.3581802,transmission1644
POINT (4.362003 51.9933097),51.9933097,4.362003,transmission1645
POINT (4.3566795 51.9932873),51.9932873,4.3566795,transmission1646
POINT (4.3561957 51.9954056),51.9954056,4.3561957,transmission1647
POINT (4.3620911 51.9931444),51.9931444,4.3620911,transmission1648
POINT (4.359051 51.9934444),51.9934444,4.359051,transmission1649
POINT (4.3587296 51.9939451),51.9939451,4.3587296,transmission1650
POINT (4.3584628 51.9914699),51.9914699,4.3584628,transmission1651
POINT (4.3607621 51.9928627),51.9928627,4.3607621,transmission1652
POINT (4.3580907 51.9938393),51.9938393,4.3580907,transmission1653
POINT (4.3606014 51.9928943),51.9928943,4.3606014,transmission1654
POINT (4.3604755 51.9928965),51.9928965,4.3604755,transmission1655
POINT (4.3624667 51.9934921),51.9934921,4.3624667,transmission1656
POINT (4.3618549 51.9933956),51.9933956,4.3618549,transmission1657
POINT (4.3580267 51.9953098),51.9953098,4.3580267,transmission1658
POINT (4.3626534 51.9913921),51.9913921,4.3626534,transmission1659
POINT (4.3589821 51.9954491),51.9954491,4.3589821,transmission1660
POINT (4.3607073 51.993557),51.993557,4.3607073,transmission1661
POINT (4.3593434 51.9957508),51.9957508,4.3593434,transmission1662
POINT (4.3624902 51.99226),51.99226,4.3624902,transmission1663
POINT (4.3587794 51.9944229),51.9944229,4.3587794,transmission1664
POINT (4.3628005 51.9918562),51.9918562,4.3628005,transmission1665
POINT (4.3583853 51.9964848),51.9964848,4.3583853,transmission1666
POINT (4.3590131 51.9959106),51.9959106,4.3590131,transmission1667
POINT (4.3564696 51.9937515),51.9937515,4.3564696,transmission1668
POINT (4.3577025 51.9952341),51.9952341,4.3577025,transmission1669
POINT (4.361947 51.9932273),51.9932273,4.361947,transmission1670
POINT (4.3589082 51.9955673),51.9955673,4.3589082,transmission1671
POINT (4.3578364 51.9911449),51.9911449,4.3578364,transmission1672
POINT (4.3605781 51.9959131),51.9959131,4.3605781,transmission1673
POINT (4.3588287 51.9937902),51.9937902,4.3588287,transmission1674
POINT (4.360804 51.9965675),51.9965675,4.360804,transmission1675
POINT (4.360439 51.9923664),51.9923664,4.360439,transmission1676
POINT (4.3608101 51.9953211),51.9953211,4.3608101,transmission1677
POINT (4.3587403 51.9944916),51.9944916,4.3587403,transmission1678
POINT (4.3615534 51.9913979),51.9913979,4.3615534,transmission1679
POINT (4.3579688 51.9907722),51.9907722,4.3579688,transmission1680
POINT (4.3589842 51.9942112),51.9942112,4.3589842,transmission1681
POINT (4.358438 51.9955025),51.9955025,4.358438,transmission1682
POINT (4.3622798 51.9912891),51.9912891,4.3622798,transmission1683
POINT (4.3568002 51.9926987),51.9926987,4.3568002,transmission1684
POINT (4.3579217 51.9907227),51.9907227,4.3579217,transmission1685
POINT (4.361123 51.99112),51.99112,4.361123,transmission1686
POINT (4.3583703 51.9954878),51.9954878,4.3583703,transmission1687
POINT (4.3603172 51.9963036),51.9963036,4.3603172,transmission1688
POINT (4.3608648 51.9920532),51.9920532,4.3608648,transmission1689
POINT (4.3608801 51.9953722),51.9953722,4.3608801,transmission1690
POINT (4.3624666 51.9913406),51.9913406,4.3624666,transmission1691
POINT (4.3609045 51.992764),51.992764,4.3609045,transmission1692
POINT (4.3558262 51.9945793),51.9945793,4.3558262,transmission1693
POINT (4.3600687 51.9921979),51.9921979,4.3600687,transmission1694
POINT (4.3588245 51.9968043),51.9968043,4.3588245,transmission1695
POINT (4.3570134 51.9926656),51.9926656,4.3570134,transmission1696
POINT (4.3611224 51.9934406),51.9934406,4.3611224,transmission1697
POINT (4.3612318 51.9910622),51.9910622,4.3612318,transmission1698
POINT (4.3595538 51.9940033),51.9940033,4.3595538,transmission1699
POINT (4.3614596 51.9943303),51.9943303,4.3614596,transmission1700
POINT (4.3568339 51.9959602),51.9959602,4.3568339,transmission1701
POINT (4.3621552 51.9912548),51.9912548,4.3621552,transmission1702
POINT (4.358497 51.9932156),51.9932156,4.358497,transmission1703
POINT (4.3571093 51.992379),51.992379,4.3571093,transmission1704
POINT (4.357913 51.9938838),51.9938838,4.357913,transmission1705
POINT (4.3611304 51.9935544),51.9935544,4.3611304,transmission1706
POINT (4.3577628 51.9911346),51.9911346,4.3577628,transmission1707
POINT (4.357837 51.9909833),51.9909833,4.357837,transmission1708
POINT (4.3592793 51.9938126),51.9938126,4.3592793,transmission1709
POINT (4.3558383 51.9956869),51.9956869,4.3558383,transmission1710
POINT (4.356959 51.9950714),51.9950714,4.356959,transmission1711
POINT (4.3603266 51.9962112),51.9962112,4.3603266,transmission1712
POINT (4.360671 51.9957467),51.9957467,4.360671,transmission1713
POINT (4.3607872 51.9955387),51.9955387,4.3607872,transmission1714
POINT (4.360531 51.9938325),51.9938325,4.360531,transmission1715
POINT (4.3581147 51.990654),51.990654,4.3581147,transmission1716
POINT (4.3585168 51.9913907),51.9913907,4.3585168,transmission1717
POINT (4.3612016 51.9946005),51.9946005,4.3612016,transmission1718
POINT (4.3572935 51.9925177),51.9925177,4.3572935,transmission1719
POINT (4.3575422 51.992363),51.992363,4.3575422,transmission1720
POINT (4.3569102 51.9927216),51.9927216,4.3569102,transmission1721
POINT (4.3586813 51.9914986),51.9914986,4.3586813,transmission1722
POINT (4.3575237 51.9917837),51.9917837,4.3575237,transmission1723
POINT (4.3577824 51.9911385),51.9911385,4.3577824,transmission1724
POINT (4.3570739 51.9955266),51.9955266,4.3570739,transmission1725
POINT (4.3583444 51.9902954),51.9902954,4.3583444,transmission1726
POINT (4.3604852 51.9960796),51.9960796,4.3604852,transmission1727
POINT (4.3580476 51.9953842),51.9953842,4.3580476,transmission1728
POINT (4.3601813 51.9941527),51.9941527,4.3601813,transmission1729
POINT (4.3568132 51.993042),51.993042,4.3568132,transmission1730
POINT (4.3598941 51.9961675),51.9961675,4.3598941,transmission1731
POINT (4.3566981 51.9931033),51.9931033,4.3566981,transmission1732
POINT (4.3561458 51.995489),51.995489,4.3561458,transmission1733
POINT (4.3582656 51.9927139),51.9927139,4.3582656,transmission1734
POINT (4.3584807 51.9954247),51.9954247,4.3584807,transmission1735
POINT (4.3584655 51.9960175),51.9960175,4.3584655,transmission1736
POINT (4.3621082 51.9929326),51.9929326,4.3621082,transmission1737
POINT (4.3554429 51.9951073),51.9951073,4.3554429,transmission1738
POINT (4.3569567 51.9937773),51.9937773,4.3569567,transmission1739
POINT (4.3602584 51.9915199),51.9915199,4.3602584,transmission1740
POINT (4.362498 51.991847),51.991847,4.362498,transmission1741
POINT (4.3552772 51.995719),51.995719,4.3552772,transmission1742
POINT (4.3583097 51.9966183),51.9966183,4.3583097,transmission1743
POINT (4.3559774 51.9945652),51.9945652,4.3559774,transmission1744
POINT (4.3556327 51.9947186),51.9947186,4.3556327,transmission1745
POINT (4.360693 51.9915504),51.9915504,4.360693,transmission1746
POINT (4.3593496 51.9930851),51.9930851,4.3593496,transmission1747
POINT (4.3631544 51.9913495),51.9913495,4.3631544,transmission1748
POINT (4.35774 51.9932273),51.9932273,4.35774,transmission1749
POINT (4.3604752 51.9919254),51.9919254,4.3604752,transmission1750
POINT (4.358008 51.9954552),51.9954552,4.358008,transmission1751
POINT (4.3589696 51.9933268),51.9933268,4.3589696,transmission1752
POINT (4.3570952 51.9947853),51.9947853,4.3570952,transmission1753
POINT (4.3584358 51.9915094),51.9915094,4.3584358,transmission1754
POINT (4.3577688 51.9909801),51.9909801,4.3577688,transmission1755
POINT (4.3558965 51.9958),51.9958,4.3558965,transmission1756
POINT (4.3565478 51.9967357),51.9967357,4.3565478,transmission1757
POINT (4.361437 51.9943728),51.9943728,4.361437,transmission1758
POINT (4.3616922 51.9911613),51.9911613,4.3616922,transmission1759
POINT (4.3602171 51.9913646),51.9913646,4.3602171,transmission1760
POINT (4.3566844 51.9959793),51.9959793,4.3566844,transmission1761
POINT (4.3589852 51.9908791),51.9908791,4.3589852,transmission1762
POINT (4.3613751 51.9914096),51.9914096,4.3613751,transmission1763
POINT (4.3567574 51.9937553),51.9937553,4.3567574,transmission1764
POINT (4.3564854 51.9968567),51.9968567,4.3564854,transmission1765
POINT (4.3585876 51.9952301),51.9952301,4.3585876,transmission1766
POINT (4.3581038 51.9904284),51.9904284,4.3581038,transmission1767
POINT (4.3606978 51.9967686),51.9967686,4.3606978,transmission1768
POINT (4.3610542 51.9923526),51.9923526,4.3610542,transmission1769
POINT (4.3605799 51.9957449),51.9957449,4.3605799,transmission1770
POINT (4.3578649 51.9909935),51.9909935,4.3578649,transmission1771
POINT (4.3557674 51.9949404),51.9949404,4.3557674,transmission1772
POINT (4.3618102 51.9917908),51.9917908,4.3618102,transmission1773
POINT (4.3613386 51.9928932),51.9928932,4.3613386,transmission1774
POINT (4.359951 51.995266),51.995266,4.359951,transmission1775
POINT (4.3627268 51.991982),51.991982,4.3627268,transmission1776
POINT (4.3612556 51.9920158),51.9920158,4.3612556,transmission1777
POINT (4.3610085 51.996323),51.996323,4.3610085,transmission1778
POINT (4.356173 51.9948756),51.9948756,4.356173,transmission1779
POINT (4.3559338 51.9955245),51.9955245,4.3559338,transmission1780
POINT (4.3563106 51.9938167),51.9938167,4.3563106,transmission1781
POINT (4.3557633 51.9948139),51.9948139,4.3557633,transmission1782
POINT (4.3562074 51.99366),51.99366,4.3562074,transmission1783
POINT (4.3577726 51.995644),51.995644,4.3577726,transmission1784
POINT (4.359767 51.9935691),51.9935691,4.359767,transmission1785
POINT (4.3582162 51.9951073),51.9951073,4.3582162,transmission1786
POINT (4.3617537 51.9908684),51.9908684,4.3617537,transmission1787
POINT (4.3585183 51.9912224),51.9912224,4.3585183,transmission1788
POINT (4.3599386 51.9932327),51.9932327,4.3599386,transmission1789
POINT (4.3606715 51.9923363),51.9923363,4.3606715,transmission1790
POINT (4.3576387 51.9962072),51.9962072,4.3576387,transmission1791
POINT (4.3581893 51.9907964),51.9907964,4.3581893,transmission1792
POINT (4.3580924 51.996225),51.996225,4.3580924,transmission1793
POINT (4.3555198 51.9952954),51.9952954,4.3555198,transmission1794
POINT (4.3574544 51.9964914),51.9964914,4.3574544,transmission1795
POINT (4.3585191 51.9958458),51.9958458,4.3585191,transmission1796
POINT (4.359775 51.991248),51.991248,4.359775,transmission1797
POINT (4.3574679 51.9950776),51.9950776,4.3574679,transmission1798
POINT (4.3611772 51.9938445),51.9938445,4.3611772,transmission1799
POINT (4.3626843 51.9914661),51.9914661,4.3626843,transmission1800
POINT (4.3588938 51.9968178),51.9968178,4.3588938,transmission1801
POINT (4.3594657 51.992976),51.992976,4.3594657,transmission1802
POINT (4.3593863 51.9962786),51.9962786,4.3593863,transmission1803
POINT (4.362071 51.9938469),51.9938469,4.362071,transmission1804
POINT (4.3608143 51.9927864),51.9927864,4.3608143,transmission1805
POINT (4.3561707 51.9954473),51.9954473,4.3561707,transmission1806
POINT (4.3577539 51.9965955),51.9965955,4.3577539,transmission1807
POINT (4.3618896 51.9935226),51.9935226,4.3618896,transmission1808
POINT (4.3614795 51.9918098),51.9918098,4.3614795,transmission1809
POINT (4.3578182 51.9957792),51.9957792,4.3578182,transmission1810
POINT (4.3593702 51.9909821),51.9909821,4.3593702,transmission1811
POINT (4.3621999 51.9929398),51.9929398,4.3621999,transmission1812
POINT (4.3588581 51.9955597),51.9955597,4.3588581,transmission1813
POINT (4.3600054 51.9938867),51.9938867,4.3600054,transmission1814
POINT (4.3615069 51.9923401),51.9923401,4.3615069,transmission1815
POINT (4.3558145 51.9957275),51.9957275,4.3558145,transmission1816
POINT (4.3581978 51.9905243),51.9905243,4.3581978,transmission1817
POINT (4.3564298 51.9932461),51.9932461,4.3564298,transmission1818
POINT (4.3603535 51.9929867),51.9929867,4.3603535,transmission1819
POINT (4.3607407 51.9956219),51.9956219,4.3607407,transmission1820
POINT (4.361147 51.9908976),51.9908976,4.361147,transmission1821
POINT (4.3609266 51.995289),51.995289,4.3609266,transmission1822
POINT (4.356245 51.9927216),51.9927216,4.356245,transmission1823
POINT (4.3563619 51.9951401),51.9951401,4.3563619,transmission1824
POINT (4.3583066 51.9963165),51.9963165,4.3583066,transmission1825
POINT (4.3564473 51.9935675),51.9935675,4.3564473,transmission1826
POINT (4.358628 51.9961205),51.9961205,4.358628,transmission1827
POINT (4.361838 51.991169),51.991169,4.361838,transmission1828
POINT (4.3627744 51.9918976),51.9918976,4.3627744,transmission1829
POINT (4.3562819 51.9944028),51.9944028,4.3562819,transmission1830
POINT (4.3601828 51.9934698),51.9934698,4.3601828,transmission1831
POINT (4.3578861 51.9909573),51.9909573,4.3578861,transmission1832
POINT (4.3603539 51.9963112),51.9963112,4.3603539,transmission1833
POINT (4.3577466 51.9910177),51.9910177,4.3577466,transmission1834
POINT (4.3575322 51.9950911),51.9950911,4.3575322,transmission1835
POINT (4.3566465 51.9938278),51.9938278,4.3566465,transmission1836
POINT (4.3598628 51.992466),51.992466,4.3598628,transmission1837
POINT (4.3590107 51.9952812),51.9952812,4.3590107,transmission1838
POINT (4.356413 51.9944313),51.9944313,4.356413,transmission1839
POINT (4.3601345 51.9954834),51.9954834,4.3601345,transmission1840
POINT (4.3557712 51.9945679),51.9945679,4.3557712,transmission1841
POINT (4.3575249 51.9963684),51.9963684,4.3575249,transmission1842
POINT (4.3583455 51.9963646),51.9963646,4.3583455,transmission1843
POINT (4.3598242 51.9935837),51.9935837,4.3598242,transmission1844
POINT (4.3555393 51.9952552),51.9952552,4.3555393,transmission1845
POINT (4.3597315 51.9949469),51.9949469,4.3597315,transmission1846
POINT (4.3604212 51.9932632),51.9932632,4.3604212,transmission1847
POINT (4.3615932 51.9920629),51.9920629,4.3615932,transmission1848
POINT (4.3582061 51.9915024),51.9915024,4.3582061,transmission1849
POINT (4.3572273 51.9951248),51.9951248,4.3572273,transmission1850
POINT (4.3585865 51.9957275),51.9957275,4.3585865,transmission1851
POINT (4.3577703 51.9959902),51.9959902,4.3577703,transmission1852
POINT (4.3580992 51.9926348),51.9926348,4.3580992,transmission1853
POINT (4.360467 51.9912758),51.9912758,4.360467,transmission1854
POINT (4.3562935 51.993995),51.993995,4.3562935,transmission1855
POINT (4.3608336 51.9954555),51.9954555,4.3608336,transmission1856
POINT (4.359256 51.9947548),51.9947548,4.359256,transmission1857
POINT (4.3559711 51.994426),51.994426,4.3559711,transmission1858
POINT (4.3617309 51.9938207),51.9938207,4.3617309,transmission1859
POINT (4.3570365 51.9927521),51.9927521,4.3570365,transmission1860
POINT (4.3583012 51.993058),51.993058,4.3583012,transmission1861
POINT (4.3583016 51.9917063),51.9917063,4.3583016,transmission1862
POINT (4.3571698 51.9952301),51.9952301,4.3571698,transmission1863
POINT (4.3587553 51.9967908),51.9967908,4.3587553,transmission1864
POINT (4.3605491 51.9912137),51.9912137,4.3605491,transmission1865
POINT (4.3584373 51.996212),51.996212,4.3584373,transmission1866
POINT (4.356002 51.9947578),51.9947578,4.356002,transmission1867
POINT (4.360889 51.9964066),51.9964066,4.360889,transmission1868
POINT (4.3603847 51.992768),51.992768,4.3603847,transmission1869
POINT (4.3607969 51.9934769),51.9934769,4.3607969,transmission1870
POINT (4.3611736 51.992897),51.992897,4.3611736,transmission1871
POINT (4.3616179 51.9940331),51.9940331,4.3616179,transmission1872
POINT (4.3585645 51.9932315),51.9932315,4.3585645,transmission1873
POINT (4.3572741 51.9958458),51.9958458,4.3572741,transmission1874
POINT (4.3555603 51.9950829),51.9950829,4.3555603,transmission1875
POINT (4.3589133 51.9935499),51.9935499,4.3589133,transmission1876
POINT (4.3599162 51.9932709),51.9932709,4.3599162,transmission1877
POINT (4.3584148 51.9906073),51.9906073,4.3584148,transmission1878
POINT (4.3612316 51.9962635),51.9962635,4.3612316,transmission1879
POINT (4.3612958 51.9931323),51.9931323,4.3612958,transmission1880
POINT (4.3591781 51.9954376),51.9954376,4.3591781,transmission1881
POINT (4.3599259 51.9949823),51.9949823,4.3599259,transmission1882
POINT (4.3576713 51.991535),51.991535,4.3576713,transmission1883
POINT (4.3577731 51.9908524),51.9908524,4.3577731,transmission1884
POINT (4.3616133 51.9911709),51.9911709,4.3616133,transmission1885
POINT (4.3589211 51.9908619),51.9908619,4.3589211,transmission1886
POINT (4.3580628 51.993302),51.993302,4.3580628,transmission1887
POINT (4.3617535 51.9937782),51.9937782,4.3617535,transmission1888
POINT (4.3596103 51.9948406),51.9948406,4.3596103,transmission1889
POINT (4.3554241 51.9951485),51.9951485,4.3554241,transmission1890
POINT (4.3567254 51.9932029),51.9932029,4.3567254,transmission1891
POINT (4.3603027 51.9921678),51.9921678,4.3603027,transmission1892
POINT (4.3572989 51.993124),51.993124,4.3572989,transmission1893
POINT (4.3592698 51.9960087),51.9960087,4.3592698,transmission1894
POINT (4.357703 51.9962215),51.9962215,4.357703,transmission1895
POINT (4.3579745 51.9960343),51.9960343,4.3579745,transmission1896
POINT (4.3595572 51.9911919),51.9911919,4.3595572,transmission1897
POINT (4.3590163 51.9955928),51.9955928,4.3590163,transmission1898
POINT (4.3563108 51.992733),51.992733,4.3563108,transmission1899
POINT (4.3602336 51.9932175),51.9932175,4.3602336,transmission1900
POINT (4.3608999 51.9910011),51.9910011,4.3608999,transmission1901
POINT (4.3579741 51.9952965),51.9952965,4.3579741,transmission1902
POINT (4.3556833 51.9946213),51.9946213,4.3556833,transmission1903
POINT (4.3570995 51.9925121),51.9925121,4.3570995,transmission1904
POINT (4.3613484 51.9914471),51.9914471,4.3613484,transmission1905
POINT (4.3565378 51.9948759),51.9948759,4.3565378,transmission1906
POINT (4.3605514 51.9923248),51.9923248,4.3605514,transmission1907
POINT (4.3575935 51.9963827),51.9963827,4.3575935,transmission1908
POINT (4.3599405 51.9938703),51.9938703,4.3599405,transmission1909
POINT (4.3611183 51.9910342),51.9910342,4.3611183,transmission1910
POINT (4.3562597 51.9943047),51.9943047,4.3562597,transmission1911
POINT (4.3602805 51.9962959),51.9962959,4.3602805,transmission1912
POINT (4.3556355 51.994826),51.994826,4.3556355,transmission1913
