techs,name,capacity_kw,distance_m,environmental_impact_per_kW,environmental_impact
TH13_TH12_interp_5_to_TH13_TH12_interp_6,Interpolated Heat transmission,1224.7243443985485,2.1247369633790205,,
TH14_TH13_interp_6_to_TH14_TH13_interp_7,Interpolated Heat transmission,461.45132081441704,2.4663629971150223,,
TH14_TH13_interp_8_to_TH14_TH13_interp_9,Interpolated Heat transmission,461.497308769316,2.466362988779638,,
TH14_TH13_interp_9_to_TH14_TH13_interp_10,Interpolated Heat transmission,461.52030446535133,2.4663629853209588,,
TH14_to_TH14_TH13_interp_1,Interpolated Heat transmission,431.3063613102205,2.4663630238815757,,
TH15_TH14_interp_10_to_TH14,Interpolated Heat transmission,431.2902394674867,1.850237000267121,,
TH15_TH14_interp_1_to_TH15_TH14_interp_2,Interpolated Heat transmission,401.13943459394005,1.8502359489813032,,
TH15_TH14_interp_2_to_TH15_TH14_interp_3,Interpolated Heat transmission,401.15442937613653,1.8502360669297848,,
TH15_TH14_interp_3_to_TH15_TH14_interp_4,Interpolated Heat transmission,411.1726921996728,1.8502361845256954,,
TH15_TH14_interp_4_to_TH15_TH14_interp_5,Interpolated Heat transmission,411.1880620317507,1.850236300353338,,
TH15_TH14_interp_5_to_TH15_TH14_interp_6,Interpolated Heat transmission,431.2096393079063,1.8502364161813263,,
TH15_TH14_interp_6_to_TH15_TH14_interp_7,Interpolated Heat transmission,431.2257581326777,1.85023653412962,,
TH14_TH13_interp_7_to_TH14_TH13_interp_8,Interpolated Heat transmission,461.47431421902144,2.4663629933007907,,
TH43_TH13_interp_4_to_TH43_TH13_interp_5,Interpolated Heat transmission,752.6327518039233,2.404186154153308,,
TH27_TH26_interp_10_to_TH26,Interpolated Heat transmission,240.46097084386287,2.0210710237087905,,
TH27_TH26_interp_2_to_TH27_TH26_interp_3,Interpolated Heat transmission,240.38243740963586,2.021069263788104,,
TH38_TH37_interp_10_to_TH37,Interpolated Heat transmission,30.011814580236603,0.8032432171340728,,
TH38_TH37_interp_1_to_TH38_TH37_interp_2,Interpolated Heat transmission,30.016198100645187,0.8032428649023454,,
TH38_TH37_interp_2_to_TH38_TH37_interp_3,Interpolated Heat transmission,30.015711011301754,0.8032429026249466,,
TH38_TH37_interp_3_to_TH38_TH37_interp_4,Interpolated Heat transmission,30.01522392983778,0.8032429435307623,,
TH38_TH37_interp_4_to_TH38_TH37_interp_5,Interpolated Heat transmission,30.01473685625464,0.8032429819598151,,
TH38_TH37_interp_5_to_TH38_TH37_interp_6,Interpolated Heat transmission,30.014249790551567,0.8032430214495356,,
TH38_TH37_interp_6_to_TH38_TH37_interp_7,Interpolated Heat transmission,30.013762732729077,0.8032430598796253,,
TH38_TH37_interp_7_to_TH38_TH37_interp_8,Interpolated Heat transmission,30.013275682786187,0.8032430997241221,,
TH38_TH37_interp_8_to_TH38_TH37_interp_9,Interpolated Heat transmission,30.01278864072362,0.80324313815214,,
TH38_TH37_interp_9_to_TH38_TH37_interp_10,Interpolated Heat transmission,30.01230160654018,0.803243178350461,,
TH38_to_TH38_TH37_interp_1,Interpolated Heat transmission,30.016685197870142,0.8032428250590181,,
TH39_TH38_interp_10_to_TH38,Interpolated Heat transmission,30.01717230297546,1.6936841372174825,,
TH39_TH38_interp_1_to_TH39_TH38_interp_2,Interpolated Heat transmission,50.033137804097024,1.6936826665061613,,
TH39_TH38_interp_2_to_TH39_TH38_interp_3,Interpolated Heat transmission,40.02910800931437,1.6936828283465208,,
TH39_TH38_interp_3_to_TH39_TH38_interp_4,Interpolated Heat transmission,40.02773835748724,1.6936829928397523,,
TH39_TH38_interp_4_to_TH39_TH38_interp_5,Interpolated Heat transmission,40.0263687523925,1.6936831562712638,,
TH39_TH38_interp_5_to_TH39_TH38_interp_6,Interpolated Heat transmission,40.024999194028844,1.6936833193506464,,
TH39_TH38_interp_6_to_TH39_TH38_interp_7,Interpolated Heat transmission,30.02128097447549,1.6936834834899532,,
TH39_TH38_interp_7_to_TH39_TH38_interp_8,Interpolated Heat transmission,30.0202537540289,1.6936836463910396,,
TH39_TH38_interp_8_to_TH39_TH38_interp_9,Interpolated Heat transmission,30.019226568630238,1.693683811060519,,
TH39_TH38_interp_9_to_TH39_TH38_interp_10,Interpolated Heat transmission,30.018199418279917,1.693683973078135,,
TH37_TH36_interp_9_to_TH37_TH36_interp_10,Interpolated Heat transmission,70.04050269095507,3.227678340149052,,
TH39_TH57_interp_10_to_TH57,Interpolated Heat transmission,110.09903887322427,1.1280705438106275,,
TH37_TH36_interp_8_to_TH37_TH36_interp_9,Interpolated Heat transmission,60.03353744877662,3.227678578812466,,
TH37_TH36_interp_6_to_TH37_TH36_interp_7,Interpolated Heat transmission,60.02570864312409,3.227679060030003,,
TH34_TH33_interp_6_to_TH34_TH33_interp_7,Interpolated Heat transmission,30.011755474880538,1.5376228132139382,,
TH34_TH33_interp_7_to_TH34_TH33_interp_8,Interpolated Heat transmission,30.01268777884464,1.53762293064359,,
TH34_TH33_interp_8_to_TH34_TH33_interp_9,Interpolated Heat transmission,30.013620111841615,1.537623047895918,,
TH34_TH33_interp_9_to_TH34_TH33_interp_10,Interpolated Heat transmission,30.01455247387227,1.5376231637338946,,
TH34_to_TH34_TH33_interp_1,Interpolated Heat transmission,20.00488313360797,1.5376221123499223,,
TH35_TH34_interp_10_to_TH34,Interpolated Heat transmission,10.00244128375054,2.5958733210594147,,
TH35_TH34_interp_9_to_TH35_TH34_interp_10,Interpolated Heat transmission,10.001916732866524,2.595872922974831,,
TH36_TH33_interp_10_to_TH33,Interpolated Heat transmission,80.08368312409473,2.183601112123514,,
TH36_TH33_interp_1_to_TH36_TH33_interp_2,Interpolated Heat transmission,70.05272794978335,2.1836010523420755,,
TH36_TH33_interp_2_to_TH36_TH33_interp_3,Interpolated Heat transmission,70.05581836973155,2.183601059024343,,
TH36_TH33_interp_3_to_TH36_TH33_interp_4,Interpolated Heat transmission,70.05890892602505,2.1836010664121637,,
TH36_TH33_interp_4_to_TH36_TH33_interp_5,Interpolated Heat transmission,70.06199961867082,2.1836010706174176,,
TH36_TH33_interp_5_to_TH36_TH33_interp_6,Interpolated Heat transmission,70.06509044767039,2.1836010783614612,,
TH36_TH33_interp_6_to_TH36_TH33_interp_7,Interpolated Heat transmission,70.06818141303476,2.183601085749972,,
TH36_TH33_interp_7_to_TH36_TH33_interp_8,Interpolated Heat transmission,80.0730852335017,2.1836010927843255,,
TH36_TH33_interp_8_to_TH36_TH33_interp_9,Interpolated Heat transmission,80.0766177078499,2.1836010987610464,,
TH36_TH33_interp_9_to_TH36_TH33_interp_10,Interpolated Heat transmission,80.0801503380451,2.1836011050891626,,
TH36_to_TH36_TH33_interp_1,Interpolated Heat transmission,70.0496376661739,2.183601046013958,,
TH37_TH36_interp_3_to_TH37_TH36_interp_4,Interpolated Heat transmission,30.011159864754354,3.2276797806199977,,
TH37_TH36_interp_4_to_TH37_TH36_interp_5,Interpolated Heat transmission,60.01788085723894,3.2276795412470363,,
TH37_TH36_interp_5_to_TH37_TH36_interp_6,Interpolated Heat transmission,60.02179462271942,3.227679300109892,,
TH37_TH36_interp_7_to_TH37_TH36_interp_8,Interpolated Heat transmission,60.02962291847082,3.2276788203070006,,
TH39_TH57_interp_1_to_TH39_TH57_interp_2,Interpolated Heat transmission,110.07645869679546,1.128070550010594,,
TH39_TH57_interp_2_to_TH39_TH57_interp_3,Interpolated Heat transmission,110.0789673765887,1.1280705493611212,,
TH39_TH57_interp_3_to_TH39_TH57_interp_4,Interpolated Heat transmission,110.08147611355416,1.1280705490658234,,
TH40_TH39_interp_8_to_TH40_TH39_interp_9,Interpolated Heat transmission,50.02677745173851,2.4293705313607257,,
TH40_TH39_interp_9_to_TH40_TH39_interp_10,Interpolated Heat transmission,50.029232819316746,2.4293708763772237,,
TH40_to_TH40_TH39_interp_1,Interpolated Heat transmission,20.008336884507113,2.429367773170625,,
TH41_TH40_interp_10_to_TH40,Interpolated Heat transmission,20.00736104567155,2.414171537542963,,
TH41_TH40_interp_6_to_TH41_TH40_interp_7,Interpolated Heat transmission,20.00345816675028,2.414171031745256,,
TH41_TH40_interp_7_to_TH41_TH40_interp_8,Interpolated Heat transmission,20.004433815022452,2.414171157309609,,
TH41_TH40_interp_8_to_TH41_TH40_interp_9,Interpolated Heat transmission,20.00540951093162,2.414171284642834,,
TH41_TH40_interp_9_to_TH41_TH40_interp_10,Interpolated Heat transmission,20.00638525448083,2.4141714098549745,,
TH42_TH41_interp_1_to_TH42_TH41_interp_2,Interpolated Heat transmission,40.01589000990436,2.830760965932438,,
TH42_TH41_interp_2_to_TH42_TH41_interp_3,Interpolated Heat transmission,40.01360160506688,2.8307611247313806,,
TH42_TH41_interp_3_to_TH42_TH41_interp_4,Interpolated Heat transmission,30.01061436638193,2.830761288127602,,
TH42_TH41_interp_4_to_TH42_TH41_interp_5,Interpolated Heat transmission,30.008898137080664,2.8307614486946915,,
TH42_TH41_interp_5_to_TH42_TH41_interp_6,Interpolated Heat transmission,30.0071820058292,2.8307616085547345,,
TH42_TH41_interp_6_to_TH42_TH41_interp_7,Interpolated Heat transmission,20.004834583462195,2.8307617712439574,,
TH42_TH41_interp_7_to_TH42_TH41_interp_8,Interpolated Heat transmission,20.003690558594222,2.8307619318090236,,
TH42_TH41_interp_8_to_TH42_TH41_interp_9,Interpolated Heat transmission,10.001825768770946,2.830762092376753,,
TH42_TH41_interp_9_to_TH42_TH41_interp_10,Interpolated Heat transmission,10.001253790099458,2.830762254358454,,
TH42_to_TH42_TH41_interp_1,Interpolated Heat transmission,40.018178545488865,2.8307608028903206,,
TH43_TH13_interp_10_to_TH13,Interpolated Heat transmission,762.8581605550348,2.4041837481808748,,
TH43_TH13_interp_1_to_TH43_TH13_interp_2,Interpolated Heat transmission,732.5170444883923,2.4041873564314074,,
TH43_TH13_interp_2_to_TH43_TH13_interp_3,Interpolated Heat transmission,742.5562849567409,2.404186954728049,,
TH40_TH39_interp_7_to_TH40_TH39_interp_8,Interpolated Heat transmission,40.02203141861883,2.429370187050575,,
TH40_TH39_interp_6_to_TH40_TH39_interp_7,Interpolated Heat transmission,40.02006719160772,2.4293698413268396,,
TH40_TH39_interp_5_to_TH40_TH39_interp_6,Interpolated Heat transmission,40.018103061276285,2.42936949737001,,
TH40_TH39_interp_4_to_TH40_TH39_interp_5,Interpolated Heat transmission,20.012265292120208,2.4293691523541674,,
TH39_TH57_interp_4_to_TH39_TH57_interp_5,Interpolated Heat transmission,110.08398490769393,1.128070546648359,,
TH39_TH57_interp_5_to_TH39_TH57_interp_6,Interpolated Heat transmission,110.0864937590046,1.1280705470599837,,
TH39_TH57_interp_6_to_TH39_TH57_interp_7,Interpolated Heat transmission,110.08900266749373,1.128070545699458,,
TH39_TH57_interp_8_to_TH39_TH57_interp_9,Interpolated Heat transmission,110.09402065600247,1.1280705422804387,,
TH39_TH57_interp_9_to_TH39_TH57_interp_10,Interpolated Heat transmission,110.09652973602152,1.1280705426920803,,
TH39_to_TH39_TH38_interp_1,Interpolated Heat transmission,50.03484981602222,1.6936825032508798,,
TH39_to_TH39_TH57_interp_1,Interpolated Heat transmission,110.07395007417156,1.1280705513683502,,
TH3_TH2_interp_10_to_TH2,Interpolated Heat transmission,1488.9176567629133,22.485494528876313,,
TH3_TH2_interp_1_to_TH3_TH2_interp_2,Interpolated Heat transmission,1482.84273282475,22.485786269299062,,
TH3_TH2_interp_2_to_TH3_TH2_interp_3,Interpolated Heat transmission,1483.5165023930344,22.485753853540917,,
TH34_TH33_interp_5_to_TH34_TH33_interp_6,Interpolated Heat transmission,30.01082319994798,1.5376226964912552,,
TH3_TH2_interp_3_to_TH3_TH2_interp_4,Interpolated Heat transmission,1484.190577134709,22.48572143778287,,
TH3_TH2_interp_5_to_TH3_TH2_interp_6,Interpolated Heat transmission,1485.539642689423,22.485656606971755,,
TH3_TH2_interp_6_to_TH3_TH2_interp_7,Interpolated Heat transmission,1486.2146337782206,22.485624191565712,,
TH3_TH2_interp_7_to_TH3_TH2_interp_8,Interpolated Heat transmission,1486.8899305919128,22.485591775450974,,
TH3_TH2_interp_8_to_TH3_TH2_interp_9,Interpolated Heat transmission,1487.5655332685074,22.485559361459345,,
TH3_TH2_interp_9_to_TH3_TH2_interp_10,Interpolated Heat transmission,1488.2414419461586,22.48552694393068,,
TH3_to_TH3_TH2_interp_1,Interpolated Heat transmission,1482.1692682921694,22.485818683996648,,
TH40_TH39_interp_10_to_TH39,Interpolated Heat transmission,60.034441632566406,2.429371219803589,,
TH40_TH39_interp_1_to_TH40_TH39_interp_2,Interpolated Heat transmission,20.009318913900255,2.429368118186915,,
TH40_TH39_interp_2_to_TH40_TH39_interp_3,Interpolated Heat transmission,20.010300991631873,2.429368464618754,,
TH40_TH39_interp_3_to_TH40_TH39_interp_4,Interpolated Heat transmission,20.011283117704917,2.4293688071605724,,
TH3_TH2_interp_4_to_TH3_TH2_interp_5,Interpolated Heat transmission,1484.8649571875542,22.48568902237665,,
TH27_TH26_interp_1_to_TH27_TH26_interp_2,Interpolated Heat transmission,240.37262253875954,2.0210690437533327,,
TH34_TH33_interp_4_to_TH34_TH33_interp_5,Interpolated Heat transmission,30.00989095404606,1.537622579769673,,
TH34_TH33_interp_2_to_TH34_TH33_interp_3,Interpolated Heat transmission,20.0061260408257,1.5376223449104052,,
TH29_TH27_interp_7_to_TH29_TH27_interp_8,Interpolated Heat transmission,70.12954048304039,4.289199511703829,,
TH29_TH27_interp_8_to_TH29_TH27_interp_9,Interpolated Heat transmission,70.13561771243708,4.289199549024363,,
TH29_TH27_interp_9_to_TH29_TH27_interp_10,Interpolated Heat transmission,70.14169546852233,4.28919958642221,,
TH29_TH42_interp_10_to_TH42,Interpolated Heat transmission,40.02046721182444,1.215115782419323,,
TH29_TH42_interp_1_to_TH29_TH42_interp_2,Interpolated Heat transmission,40.029310215403456,1.2151153189051607,,
TH29_TH42_interp_2_to_TH29_TH42_interp_3,Interpolated Heat transmission,40.02832756313342,1.2151153687951486,,
TH29_TH42_interp_3_to_TH29_TH42_interp_4,Interpolated Heat transmission,40.02734493494466,1.215115419747483,,
TH29_TH42_interp_4_to_TH29_TH42_interp_5,Interpolated Heat transmission,40.02636233083455,1.215115473173746,,
TH29_TH42_interp_5_to_TH29_TH42_interp_6,Interpolated Heat transmission,40.025379750805676,1.2151155227117498,,
TH29_TH42_interp_6_to_TH29_TH42_interp_7,Interpolated Heat transmission,40.02439719485343,1.2151155772007225,,
TH29_TH42_interp_7_to_TH29_TH42_interp_8,Interpolated Heat transmission,40.023414662980656,1.2151156274443742,,
TH29_TH42_interp_8_to_TH29_TH42_interp_9,Interpolated Heat transmission,40.02243215518477,1.2151156801638276,,
TH29_TH42_interp_9_to_TH29_TH42_interp_10,Interpolated Heat transmission,40.02144967146575,1.2151157321762525,,
TH29_to_TH29_TH27_interp_1,Interpolated Heat transmission,70.08701462071046,4.289199250206,,
TH29_to_TH29_TH42_interp_1,Interpolated Heat transmission,40.03029289175619,1.2151152654773536,,
TH2_TH1_interp_10_to_TH1,Interpolated Heat transmission,1494.623476616072,16.68393390060301,,
TH2_TH1_interp_1_to_TH2_TH1_interp_2,Interpolated Heat transmission,1490.0963445974862,16.683890770613502,,
TH2_TH1_interp_2_to_TH2_TH1_interp_3,Interpolated Heat transmission,1490.5986807708857,16.68389556354369,,
TH2_TH1_interp_3_to_TH2_TH1_interp_4,Interpolated Heat transmission,1491.1011864345182,16.683900357177343,,
TH2_TH1_interp_4_to_TH2_TH1_interp_5,Interpolated Heat transmission,1491.60386164564,16.683905146924648,,
TH2_TH1_interp_5_to_TH2_TH1_interp_6,Interpolated Heat transmission,1492.1067064613887,16.683909941268556,,
TH29_TH27_interp_6_to_TH29_TH27_interp_7,Interpolated Heat transmission,70.12346378028671,4.289199474294888,,
TH29_TH27_interp_5_to_TH29_TH27_interp_6,Interpolated Heat transmission,70.11738760413023,4.289199437029614,,
TH29_TH27_interp_4_to_TH29_TH27_interp_5,Interpolated Heat transmission,70.1113119545255,4.289199399609646,,
TH29_TH27_interp_3_to_TH29_TH27_interp_4,Interpolated Heat transmission,70.10523683142677,4.28919936228911,,
TH27_TH26_interp_3_to_TH27_TH26_interp_4,Interpolated Heat transmission,240.39225268234063,2.0210694836452356,,
TH27_TH26_interp_4_to_TH27_TH26_interp_5,Interpolated Heat transmission,240.40206835688946,2.021069704387221,,
TH27_TH26_interp_5_to_TH27_TH26_interp_6,Interpolated Heat transmission,240.41188443330321,2.0210699238905834,,
TH27_TH26_interp_6_to_TH27_TH26_interp_7,Interpolated Heat transmission,240.4217009115923,2.0210701442783465,,
TH27_TH26_interp_7_to_TH27_TH26_interp_8,Interpolated Heat transmission,240.43151779177748,2.021070364489784,,
TH27_TH26_interp_8_to_TH27_TH26_interp_9,Interpolated Heat transmission,240.44133507387446,2.0210705845245114,,
TH27_TH26_interp_9_to_TH27_TH26_interp_10,Interpolated Heat transmission,240.45115275789885,2.021070803674435,,
TH27_to_TH27_TH26_interp_1,Interpolated Heat transmission,240.3628080696917,2.0210688244269317,,
TH28_TH27_interp_10_to_TH27,Interpolated Heat transmission,20.022448313806553,3.169812884455847,,
TH28_TH27_interp_1_to_TH28_TH27_interp_2,Interpolated Heat transmission,20.01091171947443,3.1698112946993624,,
TH2_TH1_interp_6_to_TH2_TH1_interp_7,Interpolated Heat transmission,1492.609720939177,16.683914733135104,,
TH28_TH27_interp_2_to_TH28_TH27_interp_3,Interpolated Heat transmission,20.012193234677184,3.169811472634294,,
TH28_TH27_interp_4_to_TH28_TH27_interp_5,Interpolated Heat transmission,20.014756511510505,3.169811824970948,,
TH28_TH27_interp_5_to_TH28_TH27_interp_6,Interpolated Heat transmission,20.016038273151324,3.1698120007850568,,
TH28_TH27_interp_6_to_TH28_TH27_interp_7,Interpolated Heat transmission,20.017320116948326,3.1698121780138346,,
TH28_TH27_interp_7_to_TH28_TH27_interp_8,Interpolated Heat transmission,20.01860204290735,3.169812353827877,,
TH28_TH27_interp_8_to_TH28_TH27_interp_9,Interpolated Heat transmission,20.019884051033095,3.169812530349792,,
TH28_TH27_interp_9_to_TH28_TH27_interp_10,Interpolated Heat transmission,20.02116614133112,3.1698127065207924,,
TH28_to_TH28_TH27_interp_1,Interpolated Heat transmission,20.009630286406775,3.1698111188844753,,
TH29_TH27_interp_10_to_TH27,Interpolated Heat transmission,70.14777375134189,4.289199623720635,,
TH29_TH27_interp_1_to_TH29_TH27_interp_2,Interpolated Heat transmission,70.09308816456485,4.289199287625956,,
TH29_TH27_interp_2_to_TH29_TH27_interp_3,Interpolated Heat transmission,70.09916223478847,4.289199324913355,,
TH28_TH27_interp_3_to_TH28_TH27_interp_4,Interpolated Heat transmission,20.013474832021167,3.1698116477422307,,
TH2_TH1_interp_7_to_TH2_TH1_interp_8,Interpolated Heat transmission,1493.1129051362234,16.683919524649028,,
TH2_TH1_interp_8_to_TH2_TH1_interp_9,Interpolated Heat transmission,1493.61625910983,16.68392431545504,,
TH2_TH1_interp_9_to_TH2_TH1_interp_10,Interpolated Heat transmission,1494.119782917308,16.68392910838117,,
TH32_TH27_interp_3_to_TH32_TH27_interp_4,Interpolated Heat transmission,140.14934844202693,1.4327984487309087,,
TH32_TH27_interp_4_to_TH32_TH27_interp_5,Interpolated Heat transmission,150.1547967665316,1.4327984168492724,,
TH32_TH27_interp_5_to_TH32_TH27_interp_6,Interpolated Heat transmission,150.15914327130847,1.4327983853219692,,
TH32_TH27_interp_6_to_TH32_TH27_interp_7,Interpolated Heat transmission,150.1634899018072,1.4327983559147828,,
TH32_TH27_interp_7_to_TH32_TH27_interp_8,Interpolated Heat transmission,150.16783665803786,1.4327983229720256,,
TH32_TH27_interp_8_to_TH32_TH27_interp_9,Interpolated Heat transmission,150.17218353999337,1.4327982932133907,,
TH32_TH27_interp_9_to_TH32_TH27_interp_10,Interpolated Heat transmission,150.17653054768704,1.4327982616853805,,
TH32_to_TH32_TH27_interp_1,Interpolated Heat transmission,130.13632227742488,1.4327985415464186,,
TH33_TH32_interp_10_to_TH32,Interpolated Heat transmission,130.13341164953258,1.1070913111698975,,
TH33_TH32_interp_1_to_TH33_TH32_interp_2,Interpolated Heat transmission,110.10609598384575,1.10709162637518,,
TH33_TH32_interp_2_to_TH33_TH32_interp_3,Interpolated Heat transmission,120.1100406018061,1.1070915933545562,,
TH33_TH32_interp_3_to_TH33_TH32_interp_4,Interpolated Heat transmission,120.11272704273621,1.107091556799469,,
TH33_TH32_interp_4_to_TH33_TH32_interp_5,Interpolated Heat transmission,120.11541354366392,1.1070915223660425,,
TH33_TH32_interp_5_to_TH33_TH32_interp_6,Interpolated Heat transmission,120.11810010459568,1.1070914861646795,,
TH33_TH32_interp_6_to_TH33_TH32_interp_7,Interpolated Heat transmission,120.12078672552855,1.1070914510236811,,
TH33_TH32_interp_7_to_TH33_TH32_interp_8,Interpolated Heat transmission,120.1234734064664,1.1070914158827094,,
TH33_TH32_interp_8_to_TH33_TH32_interp_9,Interpolated Heat transmission,130.12759058877126,1.1070913800346125,,
TH33_TH32_interp_9_to_TH33_TH32_interp_10,Interpolated Heat transmission,130.1305010866479,1.107091345955371,,
TH33_to_TH33_TH32_interp_1,Interpolated Heat transmission,110.10363335104344,1.1070916632843848,,
TH34_TH33_interp_10_to_TH33,Interpolated Heat transmission,30.015484864936653,1.5376232811639103,,
TH34_TH33_interp_1_to_TH34_TH33_interp_2,Interpolated Heat transmission,20.00550457754054,1.5376222303091949,,
TH32_TH27_interp_2_to_TH32_TH27_interp_3,Interpolated Heat transmission,140.14529168047375,1.432798479904783,,
TH34_TH33_interp_3_to_TH34_TH33_interp_4,Interpolated Heat transmission,30.00895873717387,1.5376224630465911,,
TH32_TH27_interp_1_to_TH32_TH27_interp_2,Interpolated Heat transmission,130.14008931123152,1.4327985103731435,,
TH31_to_TH31_TH30_interp_1,Interpolated Heat transmission,10.00691483975621,1.653274887383393,,
TH2_to_TH2_TH1_interp_1,Interpolated Heat transmission,1489.594177857061,16.683885979097774,,
TH30_TH29_interp_10_to_TH29,Interpolated Heat transmission,30.05252784925985,5.288722356064143,,
TH30_TH29_interp_1_to_TH30_TH29_interp_2,Interpolated Heat transmission,20.017011510422016,5.288732594900407,,
TH30_TH29_interp_2_to_TH30_TH29_interp_3,Interpolated Heat transmission,20.019150376643342,5.288731457390155,,
TH30_TH29_interp_3_to_TH30_TH29_interp_4,Interpolated Heat transmission,20.0212894709476,5.2887303200561355,,
TH30_TH29_interp_4_to_TH30_TH29_interp_5,Interpolated Heat transmission,30.03326796269903,5.288729182013887,,
TH30_TH29_interp_5_to_TH30_TH29_interp_6,Interpolated Heat transmission,30.03647708814079,5.288728044502947,,
TH30_TH29_interp_6_to_TH30_TH29_interp_7,Interpolated Heat transmission,30.03968655579483,5.288726906815362,,
TH30_TH29_interp_7_to_TH30_TH29_interp_8,Interpolated Heat transmission,30.042896365697462,5.288725769127295,,
TH30_TH29_interp_8_to_TH30_TH29_interp_9,Interpolated Heat transmission,30.046106517885104,5.28872463055548,,
TH30_TH29_interp_9_to_TH30_TH29_interp_10,Interpolated Heat transmission,30.049317012393647,5.288723492513999,,
TH30_to_TH30_TH29_interp_1,Interpolated Heat transmission,20.014872872258714,5.288733734003603,,
TH31_TH30_interp_10_to_TH30,Interpolated Heat transmission,20.014204374259783,1.6532744583693815,,
TH31_TH30_interp_1_to_TH31_TH30_interp_2,Interpolated Heat transmission,10.007249082584787,1.6532748445172598,,
TH31_TH30_interp_2_to_TH31_TH30_interp_3,Interpolated Heat transmission,10.007583336568802,1.6532748012976826,,
TH31_TH30_interp_3_to_TH31_TH30_interp_4,Interpolated Heat transmission,10.00791760170856,1.653274757370411,,
TH31_TH30_interp_4_to_TH31_TH30_interp_5,Interpolated Heat transmission,10.008251878004286,1.6532747159181698,,
TH31_TH30_interp_5_to_TH31_TH30_interp_6,Interpolated Heat transmission,20.010862218908542,1.6532746727014132,,
TH31_TH30_interp_6_to_TH31_TH30_interp_7,Interpolated Heat transmission,20.011530605362196,1.6532746308943855,,
TH31_TH30_interp_7_to_TH31_TH30_interp_8,Interpolated Heat transmission,20.012199014123848,1.653274585200386,,
TH31_TH30_interp_8_to_TH31_TH30_interp_9,Interpolated Heat transmission,20.012867445192665,1.6532745448079245,,
TH31_TH30_interp_9_to_TH31_TH30_interp_10,Interpolated Heat transmission,20.01353589857154,1.653274500880575,,
TH32_TH27_interp_10_to_TH27,Interpolated Heat transmission,150.1808776811171,1.4327982294503525,,
TH37_TH36_interp_10_to_TH36,Interpolated Heat transmission,70.0450700298171,3.227678099010681,,
supply_electricity,National grid import,500.6453055572123,,1.0,500.6453055572123
