techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_to,link_from,distance
LVEtransmission832_to_LVEtransmission1418_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1418,LVEtransmission832,
LVEtransmission1418_to_LVEtransmission2993_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2993,LVEtransmission1418,
LVEtransmission2993_to_LVEtransmission1546_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1546,LVEtransmission2993,
LVEtransmission1546_to_LVEtransmission2845_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2845,LVEtransmission1546,
LVEtransmission2845_to_LVEtransmission1614_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1614,LVEtransmission2845,
LVEtransmission1614_to_LVEtransmission884_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission884,LVEtransmission1614,
LVEtransmission884_to_LVEtransmission1414_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1414,LVEtransmission884,
LVEtransmission1414_to_LVEtransmission1271_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1271,LVEtransmission1414,
LVEtransmission1271_to_LVEtransmission491_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission491,LVEtransmission1271,
LVEtransmission491_to_LVEtransmission1422_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1422,LVEtransmission491,
LVEtransmission1422_to_LVEtransmission1949_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1949,LVEtransmission1422,
LVEtransmission1949_to_LVEtransmission653_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission653,LVEtransmission1949,
LVEtransmission653_to_LVEtransmission1408_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1408,LVEtransmission653,
LVEtransmission521_to_LVEtransmission1432_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1432,LVEtransmission521,
LVEtransmission1432_to_LVEtransmission2329_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2329,LVEtransmission1432,
LVEtransmission2329_to_LVEtransmission122_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission122,LVEtransmission2329,
LVEtransmission122_to_LVEtransmission232_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission232,LVEtransmission122,
LVEtransmission232_to_LVEtransmission1092_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1092,LVEtransmission232,
LVEtransmission1092_to_LVEtransmission1685_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1685,LVEtransmission1092,
LVEtransmission1685_to_LVEtransmission1676_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1676,LVEtransmission1685,
LVEtransmission1676_to_LVEtransmission1894_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1894,LVEtransmission1676,
LVEtransmission1894_to_LVEtransmission206_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission206,LVEtransmission1894,
LVEtransmission206_to_LVEtransmission793_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission793,LVEtransmission206,
LVEtransmission793_to_LVEtransmission1827_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1827,LVEtransmission793,
LVEtransmission1827_to_LVEtransmission986_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission986,LVEtransmission1827,
LVEtransmission986_to_LVEtransmission1585_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1585,LVEtransmission986,
LVEtransmission1585_to_LVEtransmission3011_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission3011,LVEtransmission1585,
LVEtransmission3011_to_LVEtransmission1235_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1235,LVEtransmission3011,
LVEtransmission1235_to_LVEtransmission860_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission860,LVEtransmission1235,
LVEtransmission860_to_LVEtransmission1739_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1739,LVEtransmission860,
LVEtransmission1739_to_LVEtransmission1384_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1384,LVEtransmission1739,
LVEtransmission1384_to_LVEtransmission2668_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2668,LVEtransmission1384,
LVEtransmission2668_to_LVEtransmission2462_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2462,LVEtransmission2668,
LVEtransmission2462_to_LVEtransmission1715_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1715,LVEtransmission2462,
LVEtransmission1715_to_LVEtransmission1847_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1847,LVEtransmission1715,
LVEtransmission1847_to_LVEtransmission262_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission262,LVEtransmission1847,
LVEtransmission262_to_LVEtransmission2769_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2769,LVEtransmission262,
LVEtransmission2769_to_LVEtransmission644_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission644,LVEtransmission2769,
LVEtransmission644_to_LVEtransmission3045_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission3045,LVEtransmission644,
LVEtransmission3045_to_LVEtransmission1113_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1113,LVEtransmission3045,
LVEtransmission1113_to_LVEtransmission2996_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2996,LVEtransmission1113,
LVEtransmission2996_to_LVEtransmission802_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission802,LVEtransmission2996,
